category,updated_at,building_name,room,address,rent_man,fee_man,layout,floor,area_sqm,age_years,structure,file,page,raw_block
orient_capital,2026/2/13,プチパレット中井,,北九州市小倉北区中井3丁目7-4,,,"1K,2K",,,,木造,"[source=orient_capital file=オリエントキャピタル株式会社（旧OI.CAPITAL株式会社）.pdf page=3]
No.5
プチパレット中井
(木造サイディング張り 2階 ロフト付 1K、2K 全8戸(ペット
可))
北九州市小倉北区中井3丁目7-4
PM会社
REVISION(株)
内見問合せ
info@f-rev.co
m",,
orient_capital,2026/2/13,ホワイトフォーラム足原,,北九州市小倉北区足原1丁目2-17,,,1K,,,,鉄骨造,"[source=orient_capital file=オリエントキャピタル株式会社（旧OI.CAPITAL株式会社）.pdf page=3]
No.2
ホワイトフォーラム足原
(鉄骨造ALC板張り 2階 1K 全8戸(ペット可))
北九州市小倉北区足原1丁目2-17
PM会社
REVISION(株)
内見問合せ
info@f-rev.co
m",,
orient_capital,2026/2/13,コーポ山本,,北九州市小倉北区高尾1丁目19-7,,,"2DK,1DK",,,,重量・骨造ALC,"[source=orient_capital file=オリエントキャピタル株式会社（旧OI.CAPITAL株式会社）.pdf page=3]
No.1
コーポ山本
(重量・骨造ALC 3階 2DK、1DK 全7戸)
北九州市小倉北区高尾1丁目19-7
PM会社
REVISION(株)
内見問合せ
info@f-rev.co
m
2026/02/13 3:57
物件のご紹介 | オリエントキャピタル株式会社(旧OI.CAPITAL株式会社)
https://www.orient-gr.co.jp/category/property/
3/3",,
ulucks,2026/2/13,maison celeste,101,北九州市小倉北区上富野3丁目4-5,3,0.3,1K,,24.36,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] maison celeste|上富野3丁目4-5|101|30,000|3,000|0|(敷地内) 7,700(税込) 小 型車もしくは軽自動車専 ...|無|-|0万|-|2015年3月 (11年)|1K:|マン|24.36|RC|広告料2か月分!|都市|100%|2ヶ月|11,000|有|済"
ulucks,2026/2/13,maison celeste,102,北九州市小倉北区上富野3丁目4-5,3,0.3,1K,,24.36,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] maison celeste|上富野3丁目4-5|102|30,000|3,000|0|(敷地内) 7,700(税込) 小 型車もしくは軽自動車専 ...|無|-|0万|-|2015年6月 (11年)|1K:|マン|24.36|RC|広告料2か月分!|都市|100%|2ヶ月|11,000|有|済"
ulucks,2026/2/13,maison celeste,106,北九州市小倉北区上富野3丁目4-5,3,0.3,1K,,24.36,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] maison celeste|上富野3丁目4-5|106|30,000|3,000|0|(敷地内) 7,700(税込) 小 型車もしくは軽自動車専 ...|無|-|0万|-|2015年3月 (11年)|1K:|マン|24.36|RC|AD200%|都市|100%|2ヶ月|11,000|無|未定"
ulucks,2026/2/13,maison celeste,109,北九州市小倉北区上富野3丁目4-5,3,0.3,1K,,24.36,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] maison celeste|上富野3丁目4-5|109|30,000|3,000|0|(敷地内) 7,700(税込) 小 型車もしくは軽自動車用 ...|無|-|0万|-|2015年3月 (11年)|1K:|マン|24.36|RC|広告料2か月分!|都市|100%|2ヶ月|11,000|有|済"
ulucks,2026/2/13,maison celeste,202,北九州市小倉北区上富野3丁目4-5,3,0.3,1K,,24.36,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] maison celeste|上富野3丁目4-5|202|30,000|3,000|0|(敷地内) 7,700(税込) 小 型車もしくは軽自動車用 ...|無|-|0万|-|2015年3月 (11年)|1K:|マン|24.36|RC|広告料2か月分!|都市|100%|2ヶ月|11,000|有|済"
ulucks,2026/2/13,maison celeste,301,北九州市小倉北区上富野3丁目4-5,3,0.3,1K,,24.36,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] maison celeste|上富野3丁目4-5|301|30,000|3,000|0|(敷地内) 7,700(税込) 小 型車もしくは軽自動車専 ...|無|-|0万|-|2015年3月 (11年)|1K:|マン|24.36|RC|広告料2か月分!|都市|100%|2ヶ月|11,000|有|済"
ulucks,2026/2/13,maison celeste,302,北九州市小倉北区上富野3丁目4-5,3,0.3,1K,,24.36,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] maison celeste|上富野3丁目4-5|302|30,000|3,000|0|(敷地内) 7,700(税込) 小 型車もしくは軽自動車用 ...|無|-|0万|-|2015年3月 (11年)|1K:|マン|24.36|RC|広告料2ヶ月分!|都市|100%|2ヶ月|11,000|有|済"
ulucks,2026/2/13,maison celeste,307,北九州市小倉北区上富野3丁目4-5,3,0.3,1K,,24.36,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] maison celeste|上富野3丁目4-5|307|30,000|3,000|0|(敷地内) 7,700(税込) 小 型車もしくは軽自動車専 ...|無|-|0万|-|2004年3月 (22年)|1K:|マン|24.36|RC|広告料2か月分!|都市|100%|2ヶ月|11,000|有|未定"
ulucks,2026/2/13,PLEAST下到津の丘,101,北九州市小倉北区下到津2-6-12,4.18,,1R,,17.9,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|101|41,800|-|2,800|無|無|なし|指定な し|なし|1993年4月 (33年)|1R:|マン|17.90|RC|101号室:倉庫 2F:事務所|100%|2ヶ月|11,000|有|未定"
ulucks,2026/2/13,PLEAST下到津の丘,301,北九州市小倉北区下到津2-6-12,2,0.3,1R,,13.11,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|301|20,000|3,000|3,100|(敷地内) 5,500(税込) 平 置き|無|なし|指定な し|なし|1993年4月 (33年)|1R:台6|マン|13.11|RC|AD200%|100%|2ヶ月|5,500|有|済"
ulucks,2026/2/13,PLEAST下到津の丘,302,北九州市小倉北区下到津2-6-12,2,0.3,1R,,13.11,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|302|20,000|3,000|3,100|(敷地内) 5,500(税込) 平 置き|無|なし|指定な し|なし|1993年4月 (33年)|1R:|マン|13.11|RC|AD200%|100%|2ヶ月|5,500|有|済"
ulucks,2026/2/13,PLEAST下到津の丘,304,北九州市小倉北区下到津2-6-12,2,0.3,1R,,13.11,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|304|20,000|3,000|3,100|(敷地内) 5,500(税込) 平 置き|無|なし|指定な し|なし|1993年4月 (33年)|1R:|マン|13.11|RC|AD200%|100%|2ヶ月|5,500|有|未定"
ulucks,2026/2/13,PLEAST下到津の丘,305,北九州市小倉北区下到津2-6-12,2,0.3,1R,,13.11,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|305|20,000|3,000|3,100|(敷地内) 5,500(税込) 平 置き|無|なし|指定な し|なし|1993年4月 (33年)|1R:|マン|13.11|RC|AD200%|100%|2ヶ月|5,500|有|済"
ulucks,2026/2/13,PLEAST下到津の丘,306,北九州市小倉北区下到津2-6-12,2,0.3,1R,,13.11,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|306|20,000|3,000|3,100|(敷地内) 5,500(税込) 平 置き|無|なし|指定な し|なし|1993年4月 (33年)|1R:|マン|13.11|RC|AD200%|100%|2ヶ月|5,500|無|未定"
ulucks,2026/2/13,PLEAST下到津の丘,308,北九州市小倉北区下到津2-6-12,2,0.3,1R,,13.11,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|308|20,000|3,000|3,100|(敷地内) 5,500(税込) 平 置き|無|なし|指定な し|なし|1993年4月 (33年)|1R:|マン|13.11|RC|AD200%|100%|2ヶ月|5,500|有|済"
ulucks,2026/2/13,PLEAST下到津の丘,309,北九州市小倉北区下到津2-6-12,2,0.3,1R,,13.11,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|309|20,000|3,000|3,100|(敷地内) 5,500(税込) 平 置き|無|なし|指定な し|なし|1993年4月 (33年)|1R:|マン|13.11|RC|AD200%|100%|2ヶ月|5,500|有|済"
ulucks,2026/2/13,PLEAST下到津の丘,310,北九州市小倉北区下到津2-6-12,2,0.3,1R,,13.11,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|310|20,000|3,000|3,100|(敷地内) 5,500(税込) 平 置き|無|なし|指定な し|なし|1993年4月 (33年)|1R:|マン|13.11|RC|AD200%|100%|2ヶ月|5,500|有|済"
ulucks,2026/2/13,PLEAST下到津の丘,407,北九州市小倉北区下到津2-6-12,1.9,0.3,1R,,13.11,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|407|19,000|3,000|3,100|(敷地内) 5,500(税込) 平 置き|無|なし|指定な し|なし|1993年4月 (33年)|1R:|マン|13.11|RC|AD200%|100%|2ヶ月|5,500|無|未定"
ulucks,2026/2/13,PLEAST下到津の丘,408,北九州市小倉北区下到津2-6-12,1.9,0.3,1R,,13.11,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] PLEAST下到津の丘|下到津2-6-12|408|19,000|3,000|3,100|(敷地内) 5,500(税込) 平 置き|無|なし|指定な し|なし|1993年4月 (33年)|1R:|マン|13.11|RC|AD200%|100%|2ヶ月|5,500|有|済"
ulucks,2026/2/13,TOEI城野ビル,2月5日,北九州市小倉北区若富士町1-26,14.3,,1R,,42.9,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] TOEI城野ビル|若富士町1-26|2-5|143,000|-|0|無|無|2ヶ月|2ヶ月|2ヶ月|1970年9月 (56年)|1R:|マン|42.90|RC|事務所・店舗|100%|1ヶ月|22,000|有|済"
ulucks,2026/2/13,TOEI城野ビル,304,北九州市小倉北区若富士町1-26,2.9,0.3,2DK,,40,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] TOEI城野ビル|若富士町1-26|304|29,000|3,000|0|無|無|なし|指定な し|なし|1970年9月 (56年)|2DK:|マン|40.00|RC|AD300%|100%|3ヶ月|5,500|有|済"
ulucks,2026/2/13,TOEI城野ビル,403,北九州市小倉北区若富士町1-26,2.4,0.3,1DK,,27,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] TOEI城野ビル|若富士町1-26|403|24,000|3,000|0|無|無|-|指定な し|-|1970年9月 (56年)|1DK:|マン|27.00|RC|AD300% 翌月FR(賃料のみ)|100%|3ヶ月|5,500|有|済"
ulucks,2026/2/13,ジュネス三萩野,205,北九州市小倉北区吉野町9-29,2,0.2,1R,,18,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] ジュネス三萩野|吉野町9-29|205|20,000|2,000|0|無|無|なし|指定な し|なし|1985年4月 (41年)|1R:|マン|18.00|RC|2月契約開始に限り、当月翌月家賃FR・鍵無料 ※キャンペーン使用時業務 委託料2ヶ月|100%|3ヶ月|5,500|有|未定"
ulucks,2026/2/13,ジュネス三萩野,403,北九州市小倉北区吉野町9-29,2.1,0.2,1R,,18,,RC,APAMAN株式会社 小倉営業所.pdf,1,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=1] ジュネス三萩野|吉野町9-29|403|21,000|2,000|0|無|無|なし|指定な し|なし|1985年4月 (41年)|1R:|マン|18.00|RC|2月契約開始に限り、当月翌月家賃FR・鍵無料 ※キャンペーン使用時業務 委託料2ヶ月|100%|3ヶ月|5,500|有|済"
ulucks,,ジュネス三萩野,405,北九州市小倉北区吉野町9-29,2.2,0.2,1R,,18,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] ジュネス三萩野|吉野町9-29|405|22,000|2,000|0|無|無|なし|指定な し|なし|1985年4月 (41年)|1R:|マン|18.00|RC|2月契約開始に限り、当月翌月家賃FR・鍵無料 ※キャンペーン使用時業務 委託料2ヶ月|100%|3ヶ月|5,500|有|済"
ulucks,,ハビテ下到津,201,北九州市小倉北区下到津1丁目3-15,8.3,0.5,2LDK,,59.6,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] ハビテ下到津|下到津1丁目3-15|201|83,000|5,000|0|無|無|なし|0万|なし|2015年1月 (11年)|2LDK:台13|マン|59.60|RC|2026年1月契約開始に限りAmazonギフト券1万円分プレゼント! AD300%|都市|100%|3ヶ月|16,500|有|未定"
ulucks,,フジエホワイトローザ熊 谷,309,北九州市小倉北区熊谷1丁目29-22,4,0.3,1LDK,,50.96,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] フジエホワイトローザ熊 谷|熊谷1丁目29-22|309|40,000|3,000|0|無|無|-|0万|-|1990年10月 (36年)|1LDK:|マン|50.96|RC|AD200% 翌月フリーレント(家賃のみ)|100%|2ヶ月|11,000|有|済"
ulucks,,プリンセス片野I,302,北九州市小倉北区片野5丁目9-3,14.3,,1R,,60,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] プリンセス片野I|片野5丁目9-3|302|143,000|-|0|無|無|2ヶ月|指定な し|2ヶ月|1978年2月 (48年)|1R:|マン|60.00|RC|店舗・事務所 スケルトン|100%|1ヶ月|22,000|有|未定"
ulucks,,プリンセス片野I,702,北九州市小倉北区片野5丁目9-3,4.2,0.3,1LDK,,42.6,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] プリンセス片野I|片野5丁目9-3|702|42,000|3,000|0|無|無|なし|指定な し|なし|1978年2月 (48年)|1LDK:|マン|42.60|RC|AD300%|100%|3ヶ月|11,000|有|済"
ulucks,,プリンセス片野II,101,北九州市小倉北区片野5丁目9-23,5,0.3,4DK,,40,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] プリンセス片野II|片野5丁目9-23|101|50,000|3,000|0|無|無|なし|指定な し|なし|1978年2月 (48年)|4DK:|マン|40.00|RC|AD300%|100%|3ヶ月|11,000|有|済"
ulucks,,プリンセス片野II,402,北九州市小倉北区片野5丁目9-23,4.5,0.3,2LDK,,40,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] プリンセス片野II|片野5丁目9-23|402|45,000|3,000|0|無|無|なし|指定な し|なし|1978年2月 (48年)|2LDK:|マン|40.00|RC|AD300%|100%|3ヶ月|11,000|有|未定"
ulucks,,プレアール下到津,201,北九州市小倉北区下到津2丁目11-25,4.3,0.3,3DK,,59.4,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] プレアール下到津|下到津2丁目11-25|201|43,000|3,000|0|(敷地内) 3,300(税込)|無|なし|0万|なし|1988年6月 (38年)|3DK:|マン|59.40|RC|2026年2月契約開始に限りAmazonギフト券1万円分プレゼント 翌月FR:家賃 のみ AD200%|100%|2ヶ月|11,000|有|済"
ulucks,,プレアール南小倉,101,北九州市小倉北区弁天町7-9,2.6,0.2,1K,,21,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] プレアール南小倉|弁天町7-9|101|26,000|2,000|0|無|無|なし|指定な し|なし|1987年6月 (39年)|1K:|マン|21.00|RC|業務委託料200%|都市|100%|2ヶ月|5,000|有|済"
ulucks,,プレアール南小倉,202,北九州市小倉北区弁天町7-9,2.6,0.2,1K,,21,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] プレアール南小倉|弁天町7-9|202|26,000|2,000|0|無|無|なし|指定な し|なし|1987年6月 (39年)|1K:|マン|21.00|RC|AD200%|都市|100%|2ヶ月|11,000|有|未定"
ulucks,,プレアール南小倉,304,北九州市小倉北区弁天町7-9,2.5,0.2,1K,,21,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] プレアール南小倉|弁天町7-9|304|25,000|2,000|0|無|無|なし|指定な し|なし|1987年6月 (39年)|1K:|マン|21.00|RC|業務委託料200%|都市|100%|2ヶ月|5,000|有|済"
ulucks,,プレアール南小倉,402,北九州市小倉北区弁天町7-9,2.5,0.2,1K,,21,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] プレアール南小倉|弁天町7-9|402|25,000|2,000|0|無|無|なし|指定な し|なし|1987年6月 (39年)|1K:|マン|21.00|RC|業務委託料200%|都市|100%|2ヶ月|5,000|有|済"
ulucks,,プレアール南小倉,501,北九州市小倉北区弁天町7-9,2.4,0.2,1K,,21,,RC,APAMAN株式会社 小倉営業所.pdf,2,"[source=ulucks file=APAMAN株式会社 小倉営業所.pdf page=2] プレアール南小倉|弁天町7-9|501|24,000|2,000|0|無|無|なし|指定な し|なし|1987年6月 (39年)|1K:|マン|21.00|RC|AD200%|都市|100%|2ヶ月|5,000|有|済"
